order_date,product,category,region,quantity,sales,profit,year,month,month_name,year_month
2011-03-01,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,Central,3,129.552,-22.6716,2011,3,Mar,2011-03-01
2011-03-01,DAX Black Cherry Wood-Tone Poster Frame,Furniture,Central,6,63.552,-34.9536,2011,3,Mar,2011-03-01
2011-03-01,"StarTech Receipt Printer, Wireless",Technology,EMEA,2,221.16,15.48,2011,3,Mar,2011-03-01
2011-03-01,"Acco 3-Hole Punch, Recycled",Office Supplies,Canada,1,30.48,2.73,2011,3,Mar,2011-03-01
2011-03-01,"Epson Calculator, Durable",Technology,Central,1,46.53,12.54,2011,3,Mar,2011-03-01
2011-03-01,"Acme Scissors, Easy Grip",Office Supplies,Oceania,1,24.354,8.904,2011,3,Mar,2011-03-01
2011-03-01,"Xerox Parchment Paper, Premium",Office Supplies,Oceania,3,23.868,-7.632,2011,3,Mar,2011-03-01
2011-03-01,"Eldon Box, Single Width",Office Supplies,EMEA,6,61.74,17.82,2011,3,Mar,2011-03-01
2011-03-01,"Sanford Pens, Fluorescent",Office Supplies,North,3,37.08,10.35,2011,3,Mar,2011-03-01
2011-03-01,"Binney & Smith Pens, Easy-Erase",Office Supplies,Central,12,146.52,0.0,2011,3,Mar,2011-03-01
2011-03-01,"Fellowes Shelving, Wire Frame",Office Supplies,Central,2,102.438,35.238,2011,3,Mar,2011-03-01
2011-03-01,"OIC Push Pins, Assorted Sizes",Office Supplies,Canada,1,12.36,2.46,2011,3,Mar,2011-03-01
2011-03-01,"Hon Shipping Labels, 5000 Label Set",Office Supplies,Canada,1,11.76,5.64,2011,3,Mar,2011-03-01
2011-03-01,"Novimex Bag Chairs, Adjustable",Furniture,EMEA,1,48.45,12.09,2011,3,Mar,2011-03-01
2011-03-01,Plymouth Boxed Rubber Bands by Plymouth,Office Supplies,Central,5,18.84,-3.5325,2011,3,Mar,2011-03-01
2011-03-01,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Office Supplies,Central,3,17.472,5.6784,2011,3,Mar,2011-03-01
2011-03-01,"Hon Round Labels, Laser Printer Compatible",Office Supplies,EMEA,2,13.32,5.46,2011,3,Mar,2011-03-01
2011-03-01,"Tenex Box, Single Width",Office Supplies,EMEA,1,16.53,7.41,2011,3,Mar,2011-03-01
2011-03-01,"Acco Hole Reinforcements, Recycled",Office Supplies,Oceania,2,12.636,-1.164,2011,3,Mar,2011-03-01
2011-03-01,"Wilson Jones Hole Reinforcements, Clear",Office Supplies,Oceania,6,21.546,4.266,2011,3,Mar,2011-03-01
2011-03-01,"Ibico Index Tab, Clear",Office Supplies,South,2,17.82,3.18,2011,3,Mar,2011-03-01
2011-03-01,"Tenex Box, Wire Frame",Office Supplies,EMEA,2,31.14,14.28,2011,3,Mar,2011-03-01
2011-03-01,"Hoover Toaster, Silver",Office Supplies,Africa,1,25.317,-28.713,2011,3,Mar,2011-03-01
2011-03-01,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Technology,East,3,5.94,1.6038,2011,3,Mar,2011-03-01
2011-04-01,"Apple Signal Booster, Full Size",Technology,South,6,496.584,-289.836,2011,4,Apr,2011-04-01
2011-04-01,"Wilson Jones Binding Machine, Recycled",Office Supplies,South,6,295.92,32.4,2011,4,Apr,2011-04-01
2011-04-01,"Ikea 3-Shelf Cabinet, Metal",Furniture,North Asia,5,567.6,0.0,2011,4,Apr,2011-04-01
2011-04-01,"Stanley Canvas, Water Color",Office Supplies,South,3,157.95,69.48,2011,4,Apr,2011-04-01
2011-04-01,"Motorola Audio Dock, with Caller ID",Technology,South,2,138.696,-25.464,2011,4,Apr,2011-04-01
2011-04-01,"Cardinal Binding Machine, Clear",Office Supplies,Southeast Asia,2,83.691,30.471,2011,4,Apr,2011-04-01
2011-04-01,"Cuisinart Toaster, Red",Office Supplies,Central,4,85.536,-47.104,2011,4,Apr,2011-04-01
2011-04-01,"SanDisk Flash Drive, Programmable",Technology,South,3,123.12,50.4,2011,4,Apr,2011-04-01
2011-04-01,"Memorex Memory Card, Erganomic",Technology,South,2,80.064,-53.376,2011,4,Apr,2011-04-01
2011-04-01,"Memorex Keyboard, Bluetooth",Technology,South,1,47.56,10.92,2011,4,Apr,2011-04-01
2011-04-01,"Novimex Chairmat, Red",Furniture,South,3,67.608,-29.352,2011,4,Apr,2011-04-01
2011-04-01,"Rogers Trays, Wire Frame",Office Supplies,South,5,121.5,-48.6,2011,4,Apr,2011-04-01
2011-04-01,"Stanley Markers, Easy-Erase",Office Supplies,South,5,44.94,0.74,2011,4,Apr,2011-04-01
2011-04-01,"Rubbermaid Stacking Tray, Durable",Furniture,South,2,20.112,-1.688,2011,4,Apr,2011-04-01
2011-04-01,"Smead Folders, Single Width",Office Supplies,North Asia,5,43.8,-13.2,2011,4,Apr,2011-04-01
2011-04-01,Avery 490,Office Supplies,West,2,29.6,14.8,2011,4,Apr,2011-04-01
2011-04-01,"Rogers Box, Wire Frame",Office Supplies,Southeast Asia,2,25.344,-6.036,2011,4,Apr,2011-04-01
2011-04-01,"Cardinal Hole Reinforcements, Economy",Office Supplies,South,5,17.8,0.5,2011,4,Apr,2011-04-01
2011-04-01,Rogers Profile Extra Capacity Storage Tub,Office Supplies,East,4,66.96,2.6784,2011,4,Apr,2011-04-01
2011-04-01,"Cardinal Hole Reinforcements, Durable",Office Supplies,Central,4,10.944,-3.136,2011,4,Apr,2011-04-01
2011-04-01,"Cardinal Binder Covers, Clear",Office Supplies,South,2,15.28,1.96,2011,4,Apr,2011-04-01
2011-04-01,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Office Supplies,West,4,17.088,5.5536,2011,4,Apr,2011-04-01
2011-04-01,Zipper Ring Binder Pockets,Office Supplies,East,2,6.24,3.0576,2011,4,Apr,2011-04-01
2011-04-01,"Avery Round Labels, Adjustable",Office Supplies,North Asia,4,10.08,-9.12,2011,4,Apr,2011-04-01
2011-04-01,"Jiffy Clasp Envelope, Recycled",Office Supplies,South,3,8.784,-4.836,2011,4,Apr,2011-04-01
2011-06-01,"Harbour Creations Swivel Stool, Black",Furniture,Southeast Asia,8,1037.7096,298.5096,2011,6,Jun,2011-06-01
2011-06-01,"Ikea Classic Bookcase, Traditional",Furniture,North,5,1029.375,-247.125,2011,6,Jun,2011-06-01
2011-06-01,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Central,5,1503.25,496.0725,2011,6,Jun,2011-06-01
2011-06-01,Adtran 1202752G1,Technology,South,7,881.93,229.3018,2011,6,Jun,2011-06-01
2011-06-01,Global Deluxe High-Back Manager's Chair,Furniture,Central,7,2001.86,580.5394,2011,6,Jun,2011-06-01
2011-06-01,"Enermax Numeric Keypad, Bluetooth",Technology,North,14,805.56,185.22,2011,6,Jun,2011-06-01
2011-06-01,"Dania Library with Doors, Metal",Furniture,Central,2,482.48,130.24,2011,6,Jun,2011-06-01
2011-06-01,"SanDisk Memory Card, Bluetooth",Technology,North,4,449.64,58.44,2011,6,Jun,2011-06-01
2011-06-01,"Enermax Keyboard, Bluetooth",Technology,North,7,389.48,23.24,2011,6,Jun,2011-06-01
2011-06-01,"Fellowes Shelving, Wire Frame",Office Supplies,North,9,512.19,209.79,2011,6,Jun,2011-06-01
2011-06-01,"Samsung Audio Dock, VoIP",Technology,South,2,222.56,109.04,2011,6,Jun,2011-06-01
2011-06-01,"Sanford Pencil Sharpener, Easy-Erase",Office Supplies,North,5,90.3,31.6,2011,6,Jun,2011-06-01
2011-06-01,"Apple Speaker Phone, Full Size",Technology,Central,2,211.803,69.723,2011,6,Jun,2011-06-01
2011-06-01,"Fellowes File Cart, Wire Frame",Office Supplies,EMEA,2,109.104,-106.416,2011,6,Jun,2011-06-01
2011-06-01,"Cameo Peel and Seal, Security-Tint",Office Supplies,Central,6,140.4,8.28,2011,6,Jun,2011-06-01
2011-06-01,"Enermax Mouse, Erganomic",Technology,North,2,50.8,22.32,2011,6,Jun,2011-06-01
2011-06-01,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Office Supplies,East,6,289.2,83.868,2011,6,Jun,2011-06-01
2011-06-01,"Cardinal Binding Machine, Durable",Office Supplies,South,2,102.54,35.88,2011,6,Jun,2011-06-01
2011-06-01,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,Central,4,138.56,66.5088,2011,6,Jun,2011-06-01
2011-06-01,"Eldon Shelving, Blue",Office Supplies,Oceania,2,58.104,6.744,2011,6,Jun,2011-06-01
2011-06-01,"Cardinal 3-Hole Punch, Economy",Office Supplies,Central,2,57.6,25.92,2011,6,Jun,2011-06-01
2011-06-01,Safco Steel Mobile File Cart,Office Supplies,Central,2,166.72,41.68,2011,6,Jun,2011-06-01
2011-06-01,"Enermax Numeric Keypad, Erganomic",Technology,EMEA,1,58.83,6.45,2011,6,Jun,2011-06-01
2011-06-01,"Smead Trays, Blue",Office Supplies,EMEA,1,48.48,6.3,2011,6,Jun,2011-06-01
2011-06-01,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Central,5,65.52,12.376,2011,6,Jun,2011-06-01
2011-06-01,"Harbour Creations Steel Folding Chair, Red",Furniture,Southeast Asia,3,214.3791,35.1891,2011,6,Jun,2011-06-01
2011-06-01,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Central,6,47.88,23.94,2011,6,Jun,2011-06-01
2011-06-01,"Kraft Clasp Envelope, with clear poly window",Office Supplies,Central Asia,5,62.7,9.9,2011,6,Jun,2011-06-01
2011-06-01,"Wilson Jones Index Tab, Durable",Office Supplies,EMEA,4,12.72,-18.48,2011,6,Jun,2011-06-01
2011-06-01,"Kraft Manila Envelope, Recycled",Office Supplies,EMEA,1,10.116,-10.644,2011,6,Jun,2011-06-01
2011-06-01,"Sanford Canvas, Fluorescent",Office Supplies,EMEA,1,20.712,-11.928,2011,6,Jun,2011-06-01
2011-06-01,"Wilson Jones 3-Hole Punch, Economy",Office Supplies,North,2,27.99,-9.57,2011,6,Jun,2011-06-01
2011-06-01,3M Hangers With Command Adhesive,Furniture,South,6,22.2,9.102,2011,6,Jun,2011-06-01
2011-06-01,Xerox 205,Office Supplies,Central,4,25.92,12.4416,2011,6,Jun,2011-06-01
2011-06-01,"Kraft Interoffice Envelope, with clear poly window",Office Supplies,North,1,25.23,-5.58,2011,6,Jun,2011-06-01
2011-06-01,"Avery Binder Covers, Economy",Office Supplies,North,2,22.14,6.84,2011,6,Jun,2011-06-01
2011-06-01,"Stockwell Thumb Tacks, Assorted Sizes",Office Supplies,Africa,2,21.18,5.88,2011,6,Jun,2011-06-01
2011-06-01,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,East,3,45.48,20.9208,2011,6,Jun,2011-06-01
2011-06-01,"Advantus Staples, Bulk Pack",Office Supplies,Africa,1,10.86,4.32,2011,6,Jun,2011-06-01
2011-06-01,"Ibico Hole Reinforcements, Economy",Office Supplies,EMEA,1,6.99,3.42,2011,6,Jun,2011-06-01
2011-07-01,"Lesro Round Table, Rectangular",Furniture,North Asia,6,1888.236,-161.964,2011,7,Jul,2011-07-01
2011-07-01,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,South,2,575.92,71.99,2011,7,Jul,2011-07-01
2011-07-01,"Chromcraft Computer Table, Fully Assembled",Furniture,North Asia,2,622.86,-62.34,2011,7,Jul,2011-07-01
2011-07-01,"BIC Highlighters, Blue",Office Supplies,Central,11,138.82,56.76,2011,7,Jul,2011-07-01
2011-07-01,"Bush Floating Shelf Set, Mobile",Furniture,Central,4,463.44,120.48,2011,7,Jul,2011-07-01
2011-07-01,"Xerox Cards & Envelopes, Multicolor",Office Supplies,Central,2,61.84,8.0,2011,7,Jul,2011-07-01
2011-07-01,"Sanford Highlighters, Fluorescent",Office Supplies,North,2,34.02,14.28,2011,7,Jul,2011-07-01
2011-07-01,"Eldon Door Stop, Erganomic",Furniture,Africa,2,29.268,-55.632,2011,7,Jul,2011-07-01
2011-07-01,Cardinal Holdit Business Card Pockets,Office Supplies,West,5,19.92,6.972,2011,7,Jul,2011-07-01
2011-07-01,"Acco Index Tab, Clear",Office Supplies,Africa,2,5.148,-9.312,2011,7,Jul,2011-07-01
2011-07-01,Avery Durable Binders,Office Supplies,South,6,5.184,-3.6288,2011,7,Jul,2011-07-01
2011-08-01,"Brother Fax and Copier, Color",Technology,North Asia,6,1157.58,254.52,2011,8,Aug,2011-08-01
2011-08-01,"Konica Card Printer, Red",Technology,North Asia,3,516.96,165.42,2011,8,Aug,2011-08-01
2011-08-01,"Office Star Executive Leather Armchair, Adjustable",Furniture,EMEA,8,1503.744,-1842.096,2011,8,Aug,2011-08-01
2011-08-01,"SAFCO Executive Leather Armchair, Red",Furniture,Africa,2,922.86,9.18,2011,8,Aug,2011-08-01
2011-08-01,"Harbour Creations Steel Folding Chair, Set of Two",Furniture,Central,3,270.378,75.078,2011,8,Aug,2011-08-01
2011-08-01,"Belkin Flash Drive, Programmable",Technology,Central,5,217.2,21.6,2011,8,Aug,2011-08-01
2011-08-01,"Rogers Shelving, Single Width",Office Supplies,EMEA,4,248.64,19.8,2011,8,Aug,2011-08-01
2011-08-01,"Stanley Canvas, Easy-Erase",Office Supplies,Africa,2,99.48,23.82,2011,8,Aug,2011-08-01
2011-08-01,"Cuisinart Microwave, Silver",Office Supplies,EMEA,1,279.21,0.0,2011,8,Aug,2011-08-01
2011-08-01,"Tenex Shelving, Industrial",Office Supplies,Central,2,99.252,9.912,2011,8,Aug,2011-08-01
2011-08-01,"Hoover Coffee Grinder, White",Office Supplies,Africa,2,40.158,-89.742,2011,8,Aug,2011-08-01
2011-08-01,"Accos Paper Clips, Assorted Sizes",Office Supplies,Central,7,80.43,0.63,2011,8,Aug,2011-08-01
2011-08-01,"Ames Peel and Seal, Recycled",Office Supplies,North Asia,3,52.47,11.52,2011,8,Aug,2011-08-01
2011-08-01,"Safco Library with Doors, Traditional",Furniture,Southeast Asia,1,253.3635,-35.0865,2011,8,Aug,2011-08-01
2011-08-01,"Stiletto Box Cutter, Serrated",Office Supplies,EMEA,6,196.02,90.0,2011,8,Aug,2011-08-01
2011-08-01,"BIC Markers, Easy-Erase",Office Supplies,Central,2,53.4,14.94,2011,8,Aug,2011-08-01
2011-08-01,"Cardinal Binding Machine, Recycled",Office Supplies,Africa,6,90.234,-147.546,2011,8,Aug,2011-08-01
2011-08-01,"Eldon File Cart, Industrial",Office Supplies,Africa,1,38.367,-74.193,2011,8,Aug,2011-08-01
2011-08-01,"Tenex Door Stop, Erganomic",Furniture,EMEA,2,85.02,13.56,2011,8,Aug,2011-08-01
2011-08-01,"Memorex Numeric Keypad, Erganomic",Technology,Southeast Asia,4,102.762,1.842,2011,8,Aug,2011-08-01
2011-08-01,Xerox 1916,Office Supplies,South,2,78.304,29.364,2011,8,Aug,2011-08-01
2011-08-01,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,South,1,62.92,10.2245,2011,8,Aug,2011-08-01
2011-08-01,"Acme Scissors, High Speed",Office Supplies,EMEA,4,40.704,-51.936,2011,8,Aug,2011-08-01
2011-08-01,9-3/4 Diameter Round Wall Clock,Furniture,South,4,44.128,12.1352,2011,8,Aug,2011-08-01
2011-08-01,"SanDisk Memory Card, Erganomic",Technology,EMEA,1,44.088,-46.302,2011,8,Aug,2011-08-01
2011-08-01,Wilson Jones data.warehouse D-Ring Binders with DublLock,Office Supplies,West,3,19.752,6.9132,2011,8,Aug,2011-08-01
2011-08-01,"Cardinal Binder Covers, Economy",Office Supplies,EMEA,2,24.0,0.96,2011,8,Aug,2011-08-01
2011-08-01,"Ibico 3-Hole Punch, Clear",Office Supplies,Africa,1,8.973,-8.997,2011,8,Aug,2011-08-01
2011-08-01,"Xerox Memo Slips, Multicolor",Office Supplies,Southeast Asia,3,24.651,-19.359,2011,8,Aug,2011-08-01
2011-08-01,"Avery Binder, Recycled",Office Supplies,EMEA,1,13.26,6.09,2011,8,Aug,2011-08-01
2011-08-01,"Avery Binder Covers, Economy",Office Supplies,Africa,1,3.321,-4.329,2011,8,Aug,2011-08-01
2011-08-01,"Advantus Paper Clips, Metal",Office Supplies,EMEA,1,13.38,3.21,2011,8,Aug,2011-08-01
2011-08-01,"Avery Legal Exhibit Labels, 5000 Label Set",Office Supplies,Africa,1,11.73,5.37,2011,8,Aug,2011-08-01
2011-08-01,"Enermax Mouse, Bluetooth",Technology,EMEA,1,16.116,-19.344,2011,8,Aug,2011-08-01
2011-08-01,Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies,South,3,17.544,5.9211,2011,8,Aug,2011-08-01
2011-08-01,"Harbour Creations Round Labels, Alphabetical",Office Supplies,Africa,2,13.14,5.22,2011,8,Aug,2011-08-01
2011-08-01,"Stanley Pencil Sharpener, Easy-Erase",Office Supplies,EMEA,1,10.416,-6.774,2011,8,Aug,2011-08-01
2011-08-01,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,East,2,5.68,1.917,2011,8,Aug,2011-08-01
2011-08-01,"Fellowes Box, Single Width",Office Supplies,EMEA,1,7.884,-10.656,2011,8,Aug,2011-08-01
2011-08-01,"Cardinal Hole Reinforcements, Economy",Office Supplies,Africa,1,1.602,-1.578,2011,8,Aug,2011-08-01
2011-09-01,"Tenex Lockers, Blue",Office Supplies,North Asia,7,1429.05,371.49,2011,9,Sep,2011-09-01
2011-09-01,"Epson Inkjet, Wireless",Technology,North,4,1232.88,135.6,2011,9,Sep,2011-09-01
2011-09-01,"Eldon File Cart, Single Width",Office Supplies,North Asia,6,767.52,45.9,2011,9,Sep,2011-09-01
2011-09-01,"Cisco Audio Dock, Full Size",Technology,North Asia,6,1100.16,175.86,2011,9,Sep,2011-09-01
2011-09-01,"Xerox Computer Printout Paper, 8.5 x 11",Office Supplies,Central,9,182.88,3.6,2011,9,Sep,2011-09-01
2011-09-01,"Harbour Creations Executive Leather Armchair, Black",Furniture,North Asia,1,473.61,142.08,2011,9,Sep,2011-09-01
2011-09-01,"Rogers Trays, Wire Frame",Office Supplies,North,4,243.0,119.04,2011,9,Sep,2011-09-01
2011-09-01,WD My Passport Ultra 2TB Portable External Hard Drive,Technology,East,3,357.0,57.12,2011,9,Sep,2011-09-01
2011-09-01,"Apple Signal Booster, Full Size",Technology,Canada,1,137.94,6.87,2011,9,Sep,2011-09-01
2011-09-01,"Sauder Classic Bookcase, Metal",Furniture,South,2,348.36,5.8,2011,9,Sep,2011-09-01
2011-09-01,"SAFCO Executive Leather Armchair, Adjustable",Furniture,South,1,185.568,-6.192,2011,9,Sep,2011-09-01
2011-09-01,"Deflect-O Door Stop, Black",Furniture,Oceania,2,87.9,21.96,2011,9,Sep,2011-09-01
2011-09-01,"Breville Coffee Grinder, Silver",Office Supplies,North,3,125.22,40.02,2011,9,Sep,2011-09-01
2011-09-01,"Tenex Folders, Single Width",Office Supplies,Central,5,77.5,3.8,2011,9,Sep,2011-09-01
2011-09-01,Xerox 216,Office Supplies,Central,6,31.104,10.8864,2011,9,Sep,2011-09-01
2011-09-01,"Avery Binding Machine, Durable",Office Supplies,Central,2,100.68,6.0,2011,9,Sep,2011-09-01
2011-09-01,"Acme Scissors, Serrated",Office Supplies,Central,3,44.28,0.42,2011,9,Sep,2011-09-01
2011-09-01,"Fiskars Trimmer, Serrated",Office Supplies,Southeast Asia,3,64.35,-32.76,2011,9,Sep,2011-09-01
2011-09-01,"Ibico Index Tab, Durable",Office Supplies,Central,4,37.08,16.2,2011,9,Sep,2011-09-01
2011-09-01,"BIC Pencil Sharpener, Fluorescent",Office Supplies,North,2,60.54,20.58,2011,9,Sep,2011-09-01
2011-09-01,"Rogers Box, Single Width",Office Supplies,Africa,1,24.0,2.88,2011,9,Sep,2011-09-01
2011-09-01,Wilson Jones Hanging Recycled Pressboard Data Binders,Office Supplies,East,2,23.744,8.3104,2011,9,Sep,2011-09-01
2011-09-01,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,West,3,53.94,15.6426,2011,9,Sep,2011-09-01
2011-09-01,"Boston Pencil Sharpener, Fluorescent",Office Supplies,North,1,19.3,3.66,2011,9,Sep,2011-09-01
2011-09-01,"Avery Round Labels, Laser Printer Compatible",Office Supplies,Central,3,21.42,5.31,2011,9,Sep,2011-09-01
2011-09-01,"Hon Round Labels, Adjustable",Office Supplies,Africa,4,18.24,6.48,2011,9,Sep,2011-09-01
2011-09-01,Prestige Round Ring Binders,Office Supplies,Central,3,3.648,-6.0192,2011,9,Sep,2011-09-01
2011-10-01,"SanDisk Router, Erganomic",Technology,Africa,4,1016.64,406.56,2011,10,Oct,2011-10-01
2011-10-01,"HP Fax and Copier, Color",Technology,Caribbean,2,231.97512,43.69512,2011,10,Oct,2011-10-01
2011-10-01,"Ibico Binding Machine, Recycled",Office Supplies,EMEA,2,103.56,18.6,2011,10,Oct,2011-10-01
2011-10-01,"Eldon Folders, Industrial",Office Supplies,Africa,6,104.76,3.06,2011,10,Oct,2011-10-01
2011-10-01,"Cuisinart Blender, Black",Office Supplies,Africa,1,66.42,0.66,2011,10,Oct,2011-10-01
2011-10-01,"Ames Peel and Seal, Set of 50",Office Supplies,South,7,52.332,-34.048,2011,10,Oct,2011-10-01
2011-10-01,"OIC Rubber Bands, 12 Pack",Office Supplies,Caribbean,2,22.0,3.08,2011,10,Oct,2011-10-01
